title,release,price,url,error
Lunch Lady,15 апр. 2021 г.,200 руб.,https://store.steampowered.com/app/1571440/Lunch_Lady/,
Impaler Gold,6 дек. 2022 г.,200 руб.,https://store.steampowered.com/app/1573090/Impaler_Gold/,
West Hunt,23 мар. 2023 г.,259 руб.,https://store.steampowered.com/app/1570330/West_Hunt/,
Dungeons & Drivers,19 сен. 2025 г.,385 руб.,https://store.steampowered.com/app/1573560/Dungeons__Drivers/,
Sins of a Solar Empire II,15 авг. 2024 г.,2199 руб.,https://store.steampowered.com/app/1575940/Sins_of_a_Solar_Empire_II/,
Мистер Фурри: Горячие Мускулы,31 мая. 2024 г.,42 руб.,https://store.steampowered.com/app/1578220/Mister_Furri_Goryachie_Muskuly/,
Infinity Kingdom,1 июл. 2021 г.,Бесплатно,https://store.steampowered.com/app/1573360/Infinity_Kingdom/,
Survive the Fall,22 мая. 2025 г.,1599 руб.,https://store.steampowered.com/app/1579340/Survive_the_Fall/,
Gunbrella,13 сен. 2023 г.,550 руб.,https://store.steampowered.com/app/1580180/Gunbrella/,
LumbearJack,11 июн. 2022 г.,147 руб.,https://store.steampowered.com/app/1582290/LumbearJack/,
СИМУЛЯТОР ОДИНОЧЕСТВА В РУССКОЙ ДЕРЕВНЕ,9 апр. 2021 г.,84 руб.,https://store.steampowered.com/app/1583570/SIMULYATOR_ODINOCHESTVA_V_RUSSKOJ_DEREVNE/,
Bonesaw,5 мар. 2025 г.,280 руб.,https://store.steampowered.com/app/1586860/Bonesaw/,
Above Snakes,25 мая. 2023 г.,880 руб.,https://store.steampowered.com/app/1589120/Above_Snakes/,
Anvil Saga,16 ноя. 2023 г.,460 руб.,https://store.steampowered.com/app/1587540/Anvil_Saga/,
Bro Falls,30 дек. 2021 г.,Бесплатно,https://store.steampowered.com/app/1590320/Bro_Falls/,
Loretta,16 фев. 2023 г.,449 руб.,https://store.steampowered.com/app/1592540/Loretta/,
Terra Nil,28 мар. 2023 г.,899 руб.,https://store.steampowered.com/app/1593030/Terra_Nil/,
Excidio The Kaiju Simulator,16 июл. 2021 г.,490 руб.,https://store.steampowered.com/app/1594130/Excidio_The_Kaiju_Simulator/,
Don't Touch this Button!,31 авг. 2021 г.,120 руб.,https://store.steampowered.com/app/1593950/Dont_Touch_this_Button/,
Анархия: Волчьи законы: Пролог,26 авг. 2021 г.,Бесплатно,https://store.steampowered.com/app/1592680/Anarxiya_Volchi_zakony_Prolog/,
GAI Stops Auto: Right Version Simulator,4 июн. 2021 г.,125 руб.,https://store.steampowered.com/app/1594400/GAI_Stops_Auto_Right_Version_Simulator/,
Midnight Ohota,1 ноя. 2021 г.,21 руб.,https://store.steampowered.com/app/1594310/Midnight_Ohota/,
I See Red,24 окт. 2022 г.,385 руб.,https://store.steampowered.com/app/1594460/I_See_Red/,
Firelight Fantasy: Phoenix Crew,16 авг. 2021 г.,3899 руб.,https://store.steampowered.com/app/1595000/Firelight_Fantasy_Phoenix_Crew/,
Corsairs Legacy - Pirate Action RPG & Sea Battles,30 янв. 2024 г.,999 руб.,https://store.steampowered.com/app/1594880/Corsairs_Legacy__Pirate_Action_RPG__Sea_Battles/,
Chased by Darkness,1 июн. 2021 г.,165 руб.,https://store.steampowered.com/app/1595710/Chased_by_Darkness/,
FREERIDE,1 мая. 2025 г.,435 руб.,https://store.steampowered.com/app/1597910/FREERIDE/,
Измученный человек,24 июл. 2024 г.,269 руб.,https://store.steampowered.com/app/1598580/Izmuchennyj_chelovek/,
Vojo,23 апр. 2021 г.,22 руб.,https://store.steampowered.com/app/1598370/Vojo/,
The Excrawlers,27 фев. 2023 г.,350 руб.,https://store.steampowered.com/app/1598910/The_Excrawlers/,
Wildmender,28 сен. 2023 г.,990 руб.,https://store.steampowered.com/app/1599330/Wildmender/,
Silly Polly Beast,28 окт. 2025 г.,650 руб.,https://store.steampowered.com/app/1598780/Silly_Polly_Beast/,
Purrfect Apawcalypse: Patches' Infurno,13 мая. 2021 г.,280 руб.,https://store.steampowered.com/app/1599470/Purrfect_Apawcalypse_Patches_Infurno/,
Frostpunk 2,20 сен. 2024 г.,1900 руб.,https://store.steampowered.com/app/1601580/Frostpunk_2/,
The Alters,13 июн. 2025 г.,1510 руб.,https://store.steampowered.com/app/1601570/The_Alters/,
Тунгуска: Посещение - Расширенное издание,4 июн. 2021 г.,550 руб.,https://store.steampowered.com/app/1601970/Tunguska_Poseshhenie__Rasshirennoe_izdanie/,
The House of Da Vinci 3,22 дек. 2022 г.,999 руб.,https://store.steampowered.com/app/1603640/The_House_of_Da_Vinci_3/,
Hotel Architect,20 мая. 2025 г.,710 руб.,https://store.steampowered.com/app/1602000/Hotel_Architect/,
Soulstice,19 сен. 2022 г.,725 руб.,https://store.steampowered.com/app/1602080/Soulstice/,
Insight,6 окт. 2021 г.,165 руб.,https://store.steampowered.com/app/1602980/Insight/,
