title,release,price,url,error
Aquanima,9 ноя. 2025 г.,192 руб.,https://store.steampowered.com/app/3669750/Aquanima/,
Noir Lords,8 авг. 2025 г.,379 руб.,https://store.steampowered.com/app/3669690/Noir_Lords/,
BACKROOM LOOP,8 мая. 2025 г.,200 руб.,https://store.steampowered.com/app/3672540/BACKROOM_LOOP/,
Dead Oil,17 окт. 2025 г.,200 руб.,https://store.steampowered.com/app/3669370/Dead_Oil/,
Godzilla x Kong: Titan Chasers,30 сен. 2025 г.,Бесплатно,https://store.steampowered.com/app/3670140/Godzilla_x_Kong_Titan_Chasers/,
Heroic Aegisio: Origins,7 сен. 2025 г.,550 руб.,https://store.steampowered.com/app/3675930/Heroic_Aegisio_Origins/,
Prison Escape Simulator: Dig Out,25 июл. 2025 г.,180 руб.,https://store.steampowered.com/app/3672720/Prison_Escape_Simulator_Dig_Out/,
Hook,25 янв. 2015 г.,82 руб.,https://store.steampowered.com/app/367580/Hook/,
MEGADEKA,21 мая. 2025 г.,160 руб.,https://store.steampowered.com/app/3679390/MEGADEKA/,
THE LAST TRAIN: Baquedano,14 мая. 2025 г.,165 руб.,https://store.steampowered.com/app/3676960/THE_LAST_TRAIN_Baquedano/,
Hidden Cats: Rome,14 мая. 2025 г.,99 руб.,https://store.steampowered.com/app/3681940/Hidden_Cats_Rome/,
Bioprototype,19 мая. 2025 г.,200 руб.,https://store.steampowered.com/app/3689520/Bioprototype/,
Anomalous Railroad Crossing | 異変踏切,6 авг. 2025 г.,240 руб.,https://store.steampowered.com/app/3691680/Anomalous_Railroad_Crossing/,
Сим Больница(Sim Hospital),4 ноя. 2025 г.,256 руб.,https://store.steampowered.com/app/3694050/Sim_BolniczaSim_Hospital/,
9 Clues 2: The Ward,23 июл. 2015 г.,550 руб.,https://store.steampowered.com/app/369420/9_Clues_2_The_Ward/,
Uncanny Tales: 1992,10 сен. 2025 г.,200 руб.,https://store.steampowered.com/app/3686940/Uncanny_Tales_1992/,
Polyball,1 дек. 2017 г.,165 руб.,https://store.steampowered.com/app/368180/Polyball/,
Immortal: Unchained,7 сен. 2018 г.,269 руб.,https://store.steampowered.com/app/369440/Immortal_Unchained/,
Growmancer,23 июн. 2025 г.,200 руб.,https://store.steampowered.com/app/3690720/Growmancer/,
Haunted Room : 205,21 авг. 2025 г.,200 руб.,https://store.steampowered.com/app/3694590/Haunted_Room__205/,
