url,category
https://store.steampowered.com/app/1205970/MX_vs_ATV_Legends/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/1462810/WRC_10_FIA_World_Rally_Championship/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/2637940/Used_Cars_Simulator/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/645630/Car_Mechanic_Simulator_2018/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/293760/Automation__The_Car_Company_Tycoon_Game/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/1267540/WRC_9_FIA_World_Rally_Championship/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/299970/Project_Motor_Racing/?snr=1_7_7_240_150_1,racing
https://store.steampowered.com/app/2592160/Dispatch/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/3167020/Escape_from_Duckov/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/3405340/Megabonk/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/2827200/MIMESIS/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1030300/Hollow_Knight_Silksong/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1203620/Enshrouded/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/294100/RimWorld/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/3180070/No_Im_not_a_Human/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1159690/Voidtrain/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1145350/Hades_II/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/477160/Human_Fall_Flat/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1623730/Palworld/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/1392860/Little_Nightmares_III/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/108600/Project_Zomboid/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/367520/Hollow_Knight/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/526870/Satisfactory/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/892970/Valheim/?snr=1_7_7_240_150_1,indie
https://store.steampowered.com/app/3405340/Megabonk/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2827200/MIMESIS/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/3180070/No_Im_not_a_Human/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/766570/Russian_Fishing_4/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/949230/Cities_Skylines_II/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2870920/Restaurats/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/477160/Human_Fall_Flat/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/436780/Tavern_Keeper/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/1943950/Escape_the_Backrooms/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/4000/Garrys_Mod/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/3293010/Easy_Delivery_Co/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/1282270/Strinova/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2495100/Hello_Kitty_Island_Adventure/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2060160/The_Farmer_Was_Replaced/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2141730/Backrooms_Escape_Together/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/270880/American_Truck_Simulator/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2456740/inZOI/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/438100/VRChat/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/1190970/Xaus_Flipper_2/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/1153410/JDM_Japanese_Drift_Master/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2879840/Escape_Simulator_2/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/2968420/PowerWash_Simulator_2/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/255710/Cities_Skylines/?snr=1_7_7_240_150_1,casual
https://store.steampowered.com/app/730/CounterStrike_2/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1808500/ARC_Raiders/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/3167020/Escape_from_Duckov/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/2139460/Once_Human/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/236390/War_Thunder/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/440/Team_Fortress_2/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/2074920/The_First_Descendant/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/594650/Hunt_Showdown_1896/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1874880/Arma_Reforger/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/400750/Call_to_Arms__Gates_of_Hell_Ostfront/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1818450/STALCRAFT_X/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/221100/DayZ/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/107410/Arma_3/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1144200/Ready_or_Not/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/4000/Garrys_Mod/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1282270/Strinova/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/548430/Deep_Rock_Galactic/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/767560/War_Robots/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1324780/Easy_Red_2/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/550/Left_4_Dead_2/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/1757300/Jump_Space/?snr=1_7_7_240_150_1,shooter
https://store.steampowered.com/app/3527290/PEAK/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/2139460/Once_Human/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/2827200/MIMESIS/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/238960/Path_of_Exile/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/2694490/Path_of_Exile_2/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/3180070/No_Im_not_a_Human/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/594650/Hunt_Showdown_1896/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1818450/STALCRAFT_X/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1392860/Little_Nightmares_III/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/221100/DayZ/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1943950/Escape_the_Backrooms/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1304930/The_Outlast_Trials/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/1144200/Ready_or_Not/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/251570/7_Days_to_Die/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/242760/The_Forest/?snr=1_7_7_240_150_1,survival
https://store.steampowered.com/app/3314790/CloverPit/?snr=1_7_7_240_150_1,survival
